Feature,Weight,Mean,Scale
Intercept,-1.6406611399681554,0.0,1.0
Pregnancies,7.74925873419812,3.742671009771987,3.310564970320029
Glucose,25.30652868290891,120.85504885993485,32.00895892883288
BloodPressure,-1.0906044417018095,69.41530944625407,18.49751704841383
SkinThickness,12.214495034013476,20.39902280130293,15.421400979340493
Insulin,7.490464926257704,81.43811074918567,116.14014299402156
BMI,19.11994266656628,31.98338762214984,7.734319068645427
DiabetesPedigreeFunction,12.009435377305605,0.4691677524429967,0.33657233160174427
Age,16.861991940865256,32.9071661237785,11.494065064569595
